,Breakdown,ttm,5/31/2021,5/31/2020,5/31/2019,5/31/2018
0,Operating Cash Flow,1381558.0,1360740,1291483,1067862,964160.0
1,Investing Cash Flow,237568.0,137215,285398,235638,135698.0
2,Financing Cash Flow,1734205.0,879868,955207,873305,864140.0
3,End Cash Position,112960.0,493640,145402,96645,138724.0
4,Capital Expenditure,194440.0,143470,230289,276719,271699.0
5,Issuance of Debt,0,0,0,200000,0
6,Repayment of Debt,250000.0,0,200000,0,600500.0
7,Repurchase of Capital Stock,1147465.0,554121,464518,1016300,127319.0
8,Free Cash Flow,1187118.0,1217270,1061194,791143,692461.0
