,Breakdown,ttm,12/31/2021,12/31/2020,12/31/2019,12/31/2018
0,Operating Cash Flow,641100.0,641100.0,562100.0,456200.0,448900.0
1,Investing Cash Flow,349900.0,349900.0,11800.0,33900.0,12700.0
2,Financing Cash Flow,421000.0,421000.0,374800.0,375800.0,523100.0
3,End Cash Position,443300.0,443300.0,573100.0,374000.0,259700.0
4,Capital Expenditure,75100.0,75100.0,56800.0,64400.0,85200.0
5,Issuance of Debt,83500.0,83500.0,0,0,0
6,Repayment of Debt,0,0,0,0,189000.0
7,Repurchase of Capital Stock,366500.0,366500.0,56700.0,287700.0,202600.0
8,Free Cash Flow,566000.0,566000.0,505300.0,391800.0,363700.0
