,Breakdown,ttm,12/31/2021,12/31/2020,12/31/2019,12/31/2018
0,Operating Cash Flow,2996042,2996042,2937005,2264034,1803559
1,Investing Cash Flow,1990058,1990058,3074330,685350,663796
2,Financing Cash Flow,1008325,1008325,372162,839599,1232101
3,End Cash Position,556117,556117,598086,1088855,343856
4,Issuance of Capital Stock,743,743,2217,6082,6891
5,Issuance of Debt,3597690,3597690,7824517,4104522,4225121
6,Repayment of Debt,2560174,2560174,6793265,3301827,4166088
7,Repurchase of Capital Stock,0,0,42029,0,0
8,Free Cash Flow,2996042,2996042,2937005,2264034,1803559
